2025-09-01 20:43:10,908 | __main__ | INFO | init_app:100 | Application configured for development environment
2025-09-04 05:13:55,241 | werkzeug | INFO | _log:97 | 127.0.0.1 - - [04/Sep/2025 05:13:55] "POST / HTTP/1.1" 200 -
2025-09-04 05:13:55,312 | werkzeug | INFO | _log:97 | 127.0.0.1 - - [04/Sep/2025 05:13:55] "[36mGET /static/css/style.css HTTP/1.1[0m" 304 -
2025-09-04 05:13:55,320 | werkzeug | INFO | _log:97 | 127.0.0.1 - - [04/Sep/2025 05:13:55] "[36mGET /static/js/script.js HTTP/1.1[0m" 304 -
2025-09-04 05:14:08,802 | __main__ | INFO | index:448 | File saved: C:\Users\YahyaAdib\OneDrive - I.T.S. Umbria Made in Italy\Desktop\Progetto-Geo-App-Photo-main\uploads\20250904_051408_5893079736299670418.jpg
2025-09-04 05:14:08,835 | __main__ | WARNING | extract_coordinates:372 | All extraction methods failed
2025-09-04 05:14:08,837 | __main__ | WARNING | index:467 | No GPS data in 5893079736299670418.jpg
2025-09-04 05:14:08,844 | werkzeug | INFO | _log:97 | 127.0.0.1 - - [04/Sep/2025 05:14:08] "POST / HTTP/1.1" 200 -
2025-09-04 05:14:08,910 | werkzeug | INFO | _log:97 | 127.0.0.1 - - [04/Sep/2025 05:14:08] "[36mGET /static/css/style.css HTTP/1.1[0m" 304 -
2025-09-04 05:14:08,917 | werkzeug | INFO | _log:97 | 127.0.0.1 - - [04/Sep/2025 05:14:08] "[36mGET /static/js/script.js HTTP/1.1[0m" 304 -
2025-09-04 05:15:48,372 | __main__ | INFO | index:448 | File saved: C:\Users\YahyaAdib\OneDrive - I.T.S. Umbria Made in Italy\Desktop\Progetto-Geo-App-Photo-main\uploads\20250904_051548_5893079736299670418_1.jpg
2025-09-04 05:15:48,425 | __main__ | INFO | extract_gps_with_exifread:339 | ExifRead extracted: 43.10538719622779, 12.375374436415292
2025-09-04 05:15:48,428 | __main__ | INFO | index:457 | ✓ Success for 5893079736299670418_1.jpg: 43.10538719622779, 12.375374436415292
2025-09-04 05:15:48,437 | werkzeug | INFO | _log:97 | 127.0.0.1 - - [04/Sep/2025 05:15:48] "POST / HTTP/1.1" 200 -
2025-09-04 05:15:48,506 | werkzeug | INFO | _log:97 | 127.0.0.1 - - [04/Sep/2025 05:15:48] "[36mGET /static/css/style.css HTTP/1.1[0m" 304 -
2025-09-04 05:15:48,507 | werkzeug | INFO | _log:97 | 127.0.0.1 - - [04/Sep/2025 05:15:48] "[36mGET /static/js/script.js HTTP/1.1[0m" 304 -
2025-09-04 05:16:32,465 | werkzeug | INFO | _log:97 | 127.0.0.1 - - [04/Sep/2025 05:16:32] "GET / HTTP/1.1" 200 -
2025-09-04 05:16:32,573 | werkzeug | INFO | _log:97 | 127.0.0.1 - - [04/Sep/2025 05:16:32] "[36mGET /static/css/style.css HTTP/1.1[0m" 304 -
2025-09-04 05:16:32,574 | werkzeug | INFO | _log:97 | 127.0.0.1 - - [04/Sep/2025 05:16:32] "[36mGET /static/js/script.js HTTP/1.1[0m" 304 -
2025-09-04 05:17:24,042 | __main__ | INFO | index:448 | File saved: C:\Users\YahyaAdib\OneDrive - I.T.S. Umbria Made in Italy\Desktop\Progetto-Geo-App-Photo-main\uploads\20250904_051724_5893079736299670418_1.jpg
2025-09-04 05:17:24,068 | __main__ | INFO | extract_gps_with_exifread:339 | ExifRead extracted: 43.10538719622779, 12.375374436415292
2025-09-04 05:17:24,071 | __main__ | INFO | index:457 | ✓ Success for 5893079736299670418_1.jpg: 43.10538719622779, 12.375374436415292
2025-09-04 05:17:24,080 | werkzeug | INFO | _log:97 | 127.0.0.1 - - [04/Sep/2025 05:17:24] "POST / HTTP/1.1" 200 -
2025-09-04 05:17:24,152 | werkzeug | INFO | _log:97 | 127.0.0.1 - - [04/Sep/2025 05:17:24] "[36mGET /static/css/style.css HTTP/1.1[0m" 304 -
2025-09-04 05:17:24,152 | werkzeug | INFO | _log:97 | 127.0.0.1 - - [04/Sep/2025 05:17:24] "[36mGET /static/js/script.js HTTP/1.1[0m" 304 -
2025-09-11 02:48:29,500 | __main__ | INFO | init_app:71 | Application configured for development environment
2025-09-11 02:48:29,504 | __main__ | INFO | <module>:444 | ============================================================
2025-09-11 02:48:29,505 | __main__ | INFO | <module>:445 | GeoPhoto Enhanced Application Starting
2025-09-11 02:48:29,505 | __main__ | INFO | <module>:446 | Environment: development
2025-09-11 02:48:29,506 | __main__ | INFO | <module>:447 | ============================================================
2025-09-11 02:48:29,759 | werkzeug | INFO | _log:97 | [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on http://127.0.0.1:5000
2025-09-11 02:48:29,760 | werkzeug | INFO | _log:97 | [33mPress CTRL+C to quit[0m
2025-09-11 02:48:29,783 | werkzeug | INFO | _log:97 |  * Restarting with stat
2025-09-11 02:48:30,771 | __main__ | INFO | init_app:71 | Application configured for development environment
2025-09-11 02:48:30,774 | __main__ | INFO | <module>:444 | ============================================================
2025-09-11 02:48:30,776 | __main__ | INFO | <module>:445 | GeoPhoto Enhanced Application Starting
2025-09-11 02:48:30,776 | __main__ | INFO | <module>:446 | Environment: development
2025-09-11 02:48:30,776 | __main__ | INFO | <module>:447 | ============================================================
2025-09-11 02:48:30,841 | werkzeug | WARNING | _log:97 |  * Debugger is active!
2025-09-11 02:48:30,858 | werkzeug | INFO | _log:97 |  * Debugger PIN: 694-503-831
2025-09-11 02:48:54,608 | werkzeug | INFO | _log:97 | 127.0.0.1 - - [11/Sep/2025 02:48:54] "GET / HTTP/1.1" 200 -
2025-09-11 02:48:55,225 | werkzeug | INFO | _log:97 | 127.0.0.1 - - [11/Sep/2025 02:48:55] "GET /static/js/script.js HTTP/1.1" 200 -
2025-09-11 02:48:55,245 | werkzeug | INFO | _log:97 | 127.0.0.1 - - [11/Sep/2025 02:48:55] "GET /static/css/style.css HTTP/1.1" 200 -
2025-09-11 02:50:18,439 | __main__ | INFO | index:356 | File saved: C:\Users\YahyaAdib\OneDrive - I.T.S. Umbria Made in Italy\Desktop\Progetto-Geo-App-Photo-main\uploads\20250911_025018_20250903_153853.jpg
2025-09-11 02:50:19,610 | werkzeug | INFO | _log:97 | 127.0.0.1 - - [11/Sep/2025 02:50:19] "POST / HTTP/1.1" 200 -
2025-09-11 02:50:19,696 | werkzeug | INFO | _log:97 | 127.0.0.1 - - [11/Sep/2025 02:50:19] "[36mGET /static/css/style.css HTTP/1.1[0m" 304 -
2025-09-11 02:50:20,614 | werkzeug | INFO | _log:97 | 127.0.0.1 - - [11/Sep/2025 02:50:20] "[36mGET /static/js/script.js HTTP/1.1[0m" 304 -
2025-09-11 02:52:06,180 | werkzeug | INFO | _log:97 | 127.0.0.1 - - [11/Sep/2025 02:52:06] "POST /update-gps HTTP/1.1" 200 -
2025-09-11 02:54:18,006 | __main__ | INFO | index:356 | File saved: C:\Users\YahyaAdib\OneDrive - I.T.S. Umbria Made in Italy\Desktop\Progetto-Geo-App-Photo-main\uploads\20250911_025417_20250903_153853.jpg
2025-09-11 02:54:18,323 | werkzeug | INFO | _log:97 | 127.0.0.1 - - [11/Sep/2025 02:54:18] "POST / HTTP/1.1" 200 -
2025-09-11 02:54:18,411 | werkzeug | INFO | _log:97 | 127.0.0.1 - - [11/Sep/2025 02:54:18] "[36mGET /static/css/style.css HTTP/1.1[0m" 304 -
2025-09-11 02:54:19,332 | werkzeug | INFO | _log:97 | 127.0.0.1 - - [11/Sep/2025 02:54:19] "[36mGET /static/js/script.js HTTP/1.1[0m" 304 -
2025-09-11 02:54:31,081 | __main__ | INFO | index:356 | File saved: C:\Users\YahyaAdib\OneDrive - I.T.S. Umbria Made in Italy\Desktop\Progetto-Geo-App-Photo-main\uploads\20250911_025431_gps_updated_20250903_153853.jpg
2025-09-11 02:54:31,204 | werkzeug | INFO | _log:97 | 127.0.0.1 - - [11/Sep/2025 02:54:31] "POST / HTTP/1.1" 200 -
2025-09-11 02:54:31,263 | werkzeug | INFO | _log:97 | 127.0.0.1 - - [11/Sep/2025 02:54:31] "[36mGET /static/css/style.css HTTP/1.1[0m" 304 -
2025-09-11 02:54:32,040 | werkzeug | INFO | _log:97 | 127.0.0.1 - - [11/Sep/2025 02:54:32] "[36mGET /static/js/script.js HTTP/1.1[0m" 304 -
2025-09-11 03:01:42,206 | werkzeug | INFO | _log:97 |  * Detected change in 'C:\\Users\\YahyaAdib\\OneDrive - I.T.S. Umbria Made in Italy\\Desktop\\Progetto-Geo-App-Photo-main\\test_app.py', reloading
2025-09-11 03:01:42,435 | werkzeug | INFO | _log:97 |  * Restarting with stat
2025-09-11 03:01:43,746 | __main__ | INFO | init_app:71 | Application configured for development environment
2025-09-11 03:01:43,750 | __main__ | INFO | <module>:444 | ============================================================
2025-09-11 03:01:43,751 | __main__ | INFO | <module>:445 | GeoPhoto Enhanced Application Starting
2025-09-11 03:01:43,751 | __main__ | INFO | <module>:446 | Environment: development
2025-09-11 03:01:43,752 | __main__ | INFO | <module>:447 | ============================================================
2025-09-11 03:01:43,840 | werkzeug | WARNING | _log:97 |  * Debugger is active!
2025-09-11 03:01:43,860 | werkzeug | INFO | _log:97 |  * Debugger PIN: 694-503-831
2025-09-11 03:02:20,697 | werkzeug | INFO | _log:97 |  * Detected change in 'C:\\Users\\YahyaAdib\\OneDrive - I.T.S. Umbria Made in Italy\\Desktop\\Progetto-Geo-App-Photo-main\\app.py', reloading
2025-09-11 03:02:20,847 | werkzeug | INFO | _log:97 |  * Restarting with stat
2025-09-11 03:02:21,944 | __main__ | INFO | init_app:71 | Application configured for development environment
2025-09-11 03:02:21,949 | __main__ | INFO | <module>:486 | ============================================================
2025-09-11 03:02:21,949 | __main__ | INFO | <module>:487 | GeoPhoto Enhanced Application Starting
2025-09-11 03:02:21,951 | __main__ | INFO | <module>:488 | Environment: development
2025-09-11 03:02:21,952 | __main__ | INFO | <module>:489 | ============================================================
2025-09-11 03:02:22,011 | werkzeug | WARNING | _log:97 |  * Debugger is active!
2025-09-11 03:02:22,027 | werkzeug | INFO | _log:97 |  * Debugger PIN: 694-503-831
2025-09-11 03:02:33,530 | werkzeug | INFO | _log:97 |  * Detected change in 'C:\\Users\\YahyaAdib\\OneDrive - I.T.S. Umbria Made in Italy\\Desktop\\Progetto-Geo-App-Photo-main\\app.py', reloading
2025-09-11 03:02:33,716 | werkzeug | INFO | _log:97 |  * Restarting with stat
2025-09-11 03:02:35,138 | __main__ | INFO | init_app:71 | Application configured for development environment
2025-09-11 03:02:35,146 | __main__ | INFO | <module>:556 | ============================================================
2025-09-11 03:02:35,149 | __main__ | INFO | <module>:557 | GeoPhoto Enhanced Application Starting
2025-09-11 03:02:35,157 | __main__ | INFO | <module>:558 | Environment: development
2025-09-11 03:02:35,159 | __main__ | INFO | <module>:559 | ============================================================
2025-09-11 03:02:35,244 | werkzeug | WARNING | _log:97 |  * Debugger is active!
2025-09-11 03:02:35,266 | werkzeug | INFO | _log:97 |  * Debugger PIN: 694-503-831
2025-09-11 03:02:45,735 | werkzeug | INFO | _log:97 |  * Detected change in 'C:\\Users\\YahyaAdib\\OneDrive - I.T.S. Umbria Made in Italy\\Desktop\\Progetto-Geo-App-Photo-main\\app.py', reloading
2025-09-11 03:02:45,886 | werkzeug | INFO | _log:97 |  * Restarting with stat
2025-09-11 03:02:46,991 | __main__ | INFO | init_app:71 | Application configured for development environment
2025-09-11 03:02:46,995 | __main__ | INFO | <module>:556 | ============================================================
2025-09-11 03:02:46,996 | __main__ | INFO | <module>:557 | GeoPhoto Enhanced Application Starting
2025-09-11 03:02:46,997 | __main__ | INFO | <module>:558 | Environment: development
2025-09-11 03:02:46,999 | __main__ | INFO | <module>:559 | ============================================================
2025-09-11 03:02:47,064 | werkzeug | WARNING | _log:97 |  * Debugger is active!
2025-09-11 03:02:47,080 | werkzeug | INFO | _log:97 |  * Debugger PIN: 694-503-831
2025-09-11 03:02:56,458 | werkzeug | INFO | _log:97 |  * Detected change in 'C:\\Users\\YahyaAdib\\OneDrive - I.T.S. Umbria Made in Italy\\Desktop\\Progetto-Geo-App-Photo-main\\app.py', reloading
2025-09-11 03:02:56,599 | werkzeug | INFO | _log:97 |  * Restarting with stat
2025-09-11 03:02:57,800 | __main__ | INFO | init_app:71 | Application configured for development environment
2025-09-11 03:02:57,806 | __main__ | INFO | <module>:609 | ============================================================
2025-09-11 03:02:57,808 | __main__ | INFO | <module>:610 | GeoPhoto Enhanced Application Starting
2025-09-11 03:02:57,808 | __main__ | INFO | <module>:611 | Environment: development
2025-09-11 03:02:57,810 | __main__ | INFO | <module>:612 | ============================================================
2025-09-11 03:02:57,893 | werkzeug | WARNING | _log:97 |  * Debugger is active!
2025-09-11 03:02:57,911 | werkzeug | INFO | _log:97 |  * Debugger PIN: 694-503-831
2025-09-11 03:03:15,870 | werkzeug | INFO | _log:97 |  * Detected change in 'C:\\Users\\YahyaAdib\\OneDrive - I.T.S. Umbria Made in Italy\\Desktop\\Progetto-Geo-App-Photo-main\\app.py', reloading
2025-09-11 03:03:15,986 | werkzeug | INFO | _log:97 |  * Restarting with stat
2025-09-11 03:03:17,095 | __main__ | INFO | init_app:71 | Application configured for development environment
2025-09-11 03:03:17,100 | __main__ | INFO | <module>:632 | ============================================================
2025-09-11 03:03:17,101 | __main__ | INFO | <module>:633 | GeoPhoto Enhanced Application Starting
2025-09-11 03:03:17,101 | __main__ | INFO | <module>:634 | Environment: development
2025-09-11 03:03:17,101 | __main__ | INFO | <module>:635 | ============================================================
2025-09-11 03:03:17,173 | werkzeug | WARNING | _log:97 |  * Debugger is active!
2025-09-11 03:03:17,186 | werkzeug | INFO | _log:97 |  * Debugger PIN: 694-503-831
2025-09-11 03:03:40,725 | __main__ | INFO | init_app:71 | Application configured for development environment
2025-09-11 03:03:40,731 | __main__ | INFO | <module>:632 | ============================================================
2025-09-11 03:03:40,733 | __main__ | INFO | <module>:633 | GeoPhoto Enhanced Application Starting
2025-09-11 03:03:40,735 | __main__ | INFO | <module>:634 | Environment: development
2025-09-11 03:03:40,736 | __main__ | INFO | <module>:635 | ============================================================
2025-09-11 03:03:40,878 | werkzeug | INFO | _log:97 | [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on http://127.0.0.1:5000
2025-09-11 03:03:40,880 | werkzeug | INFO | _log:97 | [33mPress CTRL+C to quit[0m
2025-09-11 03:03:40,885 | werkzeug | INFO | _log:97 |  * Restarting with stat
2025-09-11 03:03:42,176 | __main__ | INFO | init_app:71 | Application configured for development environment
2025-09-11 03:03:42,181 | __main__ | INFO | <module>:632 | ============================================================
2025-09-11 03:03:42,182 | __main__ | INFO | <module>:633 | GeoPhoto Enhanced Application Starting
2025-09-11 03:03:42,183 | __main__ | INFO | <module>:634 | Environment: development
2025-09-11 03:03:42,185 | __main__ | INFO | <module>:635 | ============================================================
2025-09-11 03:03:42,244 | werkzeug | WARNING | _log:97 |  * Debugger is active!
2025-09-11 03:03:42,262 | werkzeug | INFO | _log:97 |  * Debugger PIN: 694-503-831
2025-09-11 03:03:49,624 | werkzeug | INFO | _log:97 |  * Detected change in 'C:\\Users\\YahyaAdib\\OneDrive - I.T.S. Umbria Made in Italy\\Desktop\\Progetto-Geo-App-Photo-main\\app.py', reloading
2025-09-11 03:03:49,778 | werkzeug | INFO | _log:97 |  * Restarting with stat
2025-09-11 03:03:50,976 | __main__ | INFO | init_app:71 | Application configured for development environment
2025-09-11 03:03:50,981 | __main__ | INFO | <module>:632 | ============================================================
2025-09-11 03:03:50,983 | __main__ | INFO | <module>:633 | GeoPhoto Enhanced Application Starting
2025-09-11 03:03:50,983 | __main__ | INFO | <module>:634 | Environment: development
2025-09-11 03:03:50,985 | __main__ | INFO | <module>:635 | ============================================================
2025-09-11 03:03:51,041 | werkzeug | WARNING | _log:97 |  * Debugger is active!
2025-09-11 03:03:51,057 | werkzeug | INFO | _log:97 |  * Debugger PIN: 694-503-831
2025-09-11 03:04:02,829 | werkzeug | INFO | _log:97 |  * Detected change in 'C:\\Users\\YahyaAdib\\OneDrive - I.T.S. Umbria Made in Italy\\Desktop\\Progetto-Geo-App-Photo-main\\app.py', reloading
2025-09-11 03:04:02,879 | werkzeug | INFO | _log:97 |  * Detected change in 'C:\\Users\\YahyaAdib\\OneDrive - I.T.S. Umbria Made in Italy\\Desktop\\Progetto-Geo-App-Photo-main\\app.py', reloading
2025-09-11 03:04:02,978 | werkzeug | INFO | _log:97 |  * Restarting with stat
2025-09-11 03:04:03,024 | werkzeug | INFO | _log:97 |  * Restarting with stat
2025-09-11 03:04:04,113 | __main__ | INFO | init_app:71 | Application configured for development environment
2025-09-11 03:04:04,116 | __main__ | INFO | init_app:71 | Application configured for development environment
2025-09-11 03:04:04,121 | __main__ | INFO | <module>:632 | ============================================================
2025-09-11 03:04:04,121 | __main__ | INFO | <module>:633 | GeoPhoto Enhanced Application Starting
2025-09-11 03:04:04,123 | __main__ | INFO | <module>:634 | Environment: development
2025-09-11 03:04:04,123 | __main__ | INFO | <module>:635 | ============================================================
2025-09-11 03:04:04,123 | __main__ | INFO | <module>:634 | Environment: development
2025-09-11 03:04:04,124 | __main__ | INFO | <module>:635 | ============================================================
2025-09-11 03:04:04,203 | werkzeug | WARNING | _log:97 |  * Debugger is active!
2025-09-11 03:04:04,205 | werkzeug | WARNING | _log:97 |  * Debugger is active!
2025-09-11 03:04:04,222 | werkzeug | INFO | _log:97 |  * Debugger PIN: 694-503-831
2025-09-11 03:04:04,227 | werkzeug | INFO | _log:97 |  * Debugger PIN: 694-503-831
2025-09-11 03:04:11,163 | __main__ | INFO | index:544 | File saved: C:\Users\YahyaAdib\OneDrive - I.T.S. Umbria Made in Italy\Desktop\Progetto-Geo-App-Photo-main\uploads\20250911_030411_gps_updated_20250903_153853.jpg
2025-09-11 03:04:11,283 | __main__ | WARNING | extract_all_exif:434 | Failed to extract GPS coordinates from all strategies
2025-09-11 03:04:11,460 | werkzeug | INFO | _log:97 | 127.0.0.1 - - [11/Sep/2025 03:04:11] "POST / HTTP/1.1" 200 -
2025-09-11 03:04:11,965 | werkzeug | INFO | _log:97 | 127.0.0.1 - - [11/Sep/2025 03:04:11] "[36mGET /static/css/style.css HTTP/1.1[0m" 304 -
2025-09-11 03:04:12,096 | werkzeug | INFO | _log:97 | 127.0.0.1 - - [11/Sep/2025 03:04:12] "GET /static/js/script.js HTTP/1.1" 200 -
2025-09-11 03:04:20,953 | werkzeug | INFO | _log:97 | 127.0.0.1 - - [11/Sep/2025 03:04:20] "GET / HTTP/1.1" 200 -
2025-09-11 03:04:21,026 | werkzeug | INFO | _log:97 | 127.0.0.1 - - [11/Sep/2025 03:04:21] "[36mGET /static/css/style.css HTTP/1.1[0m" 304 -
2025-09-11 03:04:21,032 | werkzeug | INFO | _log:97 | 127.0.0.1 - - [11/Sep/2025 03:04:21] "[36mGET /static/js/script.js HTTP/1.1[0m" 304 -
2025-09-11 03:04:34,790 | __main__ | INFO | index:544 | File saved: C:\Users\YahyaAdib\OneDrive - I.T.S. Umbria Made in Italy\Desktop\Progetto-Geo-App-Photo-main\uploads\20250911_030434_gps_updated_20250903_153853.jpg
2025-09-11 03:04:34,840 | __main__ | WARNING | extract_all_exif:434 | Failed to extract GPS coordinates from all strategies
2025-09-11 03:04:34,946 | werkzeug | INFO | _log:97 | 127.0.0.1 - - [11/Sep/2025 03:04:34] "POST / HTTP/1.1" 200 -
2025-09-11 03:04:35,004 | werkzeug | INFO | _log:97 | 127.0.0.1 - - [11/Sep/2025 03:04:35] "[36mGET /static/css/style.css HTTP/1.1[0m" 304 -
2025-09-11 03:04:35,699 | werkzeug | INFO | _log:97 | 127.0.0.1 - - [11/Sep/2025 03:04:35] "[36mGET /static/js/script.js HTTP/1.1[0m" 304 -
2025-09-11 03:05:19,978 | __main__ | INFO | index:544 | File saved: C:\Users\YahyaAdib\OneDrive - I.T.S. Umbria Made in Italy\Desktop\Progetto-Geo-App-Photo-main\uploads\20250911_030519_20250903_153853.jpg
2025-09-11 03:05:20,014 | __main__ | WARNING | extract_all_exif:434 | Failed to extract GPS coordinates from all strategies
2025-09-11 03:05:20,405 | werkzeug | INFO | _log:97 | 127.0.0.1 - - [11/Sep/2025 03:05:20] "POST / HTTP/1.1" 200 -
2025-09-11 03:05:20,478 | werkzeug | INFO | _log:97 | 127.0.0.1 - - [11/Sep/2025 03:05:20] "[36mGET /static/css/style.css HTTP/1.1[0m" 304 -
2025-09-11 03:05:21,348 | werkzeug | INFO | _log:97 | 127.0.0.1 - - [11/Sep/2025 03:05:21] "[36mGET /static/js/script.js HTTP/1.1[0m" 304 -
2025-09-11 03:17:04,404 | werkzeug | INFO | _log:97 |  * Detected change in 'C:\\Users\\YahyaAdib\\OneDrive - I.T.S. Umbria Made in Italy\\Desktop\\Progetto-Geo-App-Photo-main\\app.py', reloading
2025-09-11 03:17:04,636 | werkzeug | INFO | _log:97 |  * Restarting with stat
2025-09-11 03:17:07,493 | __main__ | INFO | init_app:71 | Application configured for development environment
2025-09-11 03:17:07,496 | __main__ | INFO | <module>:637 | ============================================================
2025-09-11 03:17:07,497 | __main__ | INFO | <module>:638 | GeoPhoto Enhanced Application Starting
2025-09-11 03:17:07,498 | __main__ | INFO | <module>:639 | Environment: development
2025-09-11 03:17:07,498 | __main__ | INFO | <module>:640 | ============================================================
2025-09-11 03:17:07,671 | werkzeug | WARNING | _log:97 |  * Debugger is active!
2025-09-11 03:17:07,689 | werkzeug | INFO | _log:97 |  * Debugger PIN: 694-503-831
2025-09-11 03:17:15,255 | werkzeug | INFO | _log:97 |  * Detected change in 'C:\\Users\\YahyaAdib\\OneDrive - I.T.S. Umbria Made in Italy\\Desktop\\Progetto-Geo-App-Photo-main\\app.py', reloading
2025-09-11 03:17:15,366 | werkzeug | INFO | _log:97 |  * Restarting with stat
2025-09-11 03:18:17,792 | app | INFO | init_app:71 | Application configured for development environment
2025-09-11 03:18:17,796 | app | INFO | dms_to_decimal:169 | Successfully converted GPS coordinates: (43.0, 6.0, 13.118964310706787) -> 43.10364415675298
2025-09-11 03:18:17,798 | app | INFO | dms_to_decimal:169 | Successfully converted GPS coordinates: (12.0, 22.0, 31.483154121863798) -> 12.375411987256074
2025-09-11 03:18:25,402 | __main__ | INFO | init_app:71 | Application configured for development environment
2025-09-11 03:18:25,406 | __main__ | INFO | <module>:683 | ============================================================
2025-09-11 03:18:25,407 | __main__ | INFO | <module>:684 | GeoPhoto Enhanced Application Starting
2025-09-11 03:18:25,408 | __main__ | INFO | <module>:685 | Environment: development
2025-09-11 03:18:25,409 | __main__ | INFO | <module>:686 | ============================================================
2025-09-11 03:18:25,559 | werkzeug | INFO | _log:97 | [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on http://127.0.0.1:5000
2025-09-11 03:18:25,561 | werkzeug | INFO | _log:97 | [33mPress CTRL+C to quit[0m
2025-09-11 03:18:25,568 | werkzeug | INFO | _log:97 |  * Restarting with stat
2025-09-11 03:18:26,752 | __main__ | INFO | init_app:71 | Application configured for development environment
2025-09-11 03:18:26,756 | __main__ | INFO | <module>:683 | ============================================================
2025-09-11 03:18:26,757 | __main__ | INFO | <module>:684 | GeoPhoto Enhanced Application Starting
2025-09-11 03:18:26,758 | __main__ | INFO | <module>:685 | Environment: development
2025-09-11 03:18:26,759 | __main__ | INFO | <module>:686 | ============================================================
2025-09-11 03:18:26,814 | werkzeug | WARNING | _log:97 |  * Debugger is active!
2025-09-11 03:18:26,832 | werkzeug | INFO | _log:97 |  * Debugger PIN: 694-503-831
2025-09-11 03:18:39,845 | werkzeug | INFO | _log:97 |  * Detected change in 'C:\\Users\\YahyaAdib\\OneDrive - I.T.S. Umbria Made in Italy\\Desktop\\Progetto-Geo-App-Photo-main\\test_gps_conversion.py', reloading
2025-09-11 03:18:39,978 | werkzeug | INFO | _log:97 |  * Restarting with stat
2025-09-11 03:18:40,743 | __main__ | INFO | init_app:71 | Application configured for development environment
2025-09-11 03:18:40,747 | __main__ | INFO | <module>:683 | ============================================================
2025-09-11 03:18:40,749 | __main__ | INFO | <module>:684 | GeoPhoto Enhanced Application Starting
2025-09-11 03:18:40,749 | __main__ | INFO | <module>:685 | Environment: development
2025-09-11 03:18:40,750 | __main__ | INFO | <module>:686 | ============================================================
2025-09-11 03:18:40,806 | werkzeug | WARNING | _log:97 |  * Debugger is active!
2025-09-11 03:18:40,820 | werkzeug | INFO | _log:97 |  * Debugger PIN: 694-503-831
2025-09-11 03:19:12,911 | werkzeug | INFO | _log:97 | 127.0.0.1 - - [11/Sep/2025 03:19:12] "GET / HTTP/1.1" 200 -
2025-09-11 03:19:13,577 | werkzeug | INFO | _log:97 | 127.0.0.1 - - [11/Sep/2025 03:19:13] "[36mGET /static/css/style.css HTTP/1.1[0m" 304 -
2025-09-11 03:19:13,658 | werkzeug | INFO | _log:97 | 127.0.0.1 - - [11/Sep/2025 03:19:13] "[36mGET /static/js/script.js HTTP/1.1[0m" 304 -
2025-09-11 03:19:47,620 | __main__ | INFO | index:595 | File saved: C:\Users\YahyaAdib\OneDrive - I.T.S. Umbria Made in Italy\Desktop\Progetto-Geo-App-Photo-main\uploads\20250911_031947_20250903_153853.jpg
2025-09-11 03:19:48,112 | __main__ | INFO | dms_to_decimal:169 | Successfully converted GPS coordinates: (43.0, 6.0, 19.118964310706787) -> 43.10531082341964
2025-09-11 03:19:48,114 | __main__ | INFO | dms_to_decimal:169 | Successfully converted GPS coordinates: (12.0, 22.0, 31.483154121863798) -> 12.375411987256074
2025-09-11 03:19:48,115 | __main__ | WARNING | extract_all_exif:485 | Failed to extract GPS coordinates from all strategies
2025-09-11 03:19:48,381 | werkzeug | INFO | _log:97 | 127.0.0.1 - - [11/Sep/2025 03:19:48] "POST / HTTP/1.1" 200 -
2025-09-11 03:19:48,443 | werkzeug | INFO | _log:97 | 127.0.0.1 - - [11/Sep/2025 03:19:48] "[36mGET /static/css/style.css HTTP/1.1[0m" 304 -
2025-09-11 03:19:49,087 | werkzeug | INFO | _log:97 | 127.0.0.1 - - [11/Sep/2025 03:19:49] "[36mGET /static/js/script.js HTTP/1.1[0m" 304 -
2025-09-11 03:28:48,868 | werkzeug | INFO | _log:97 |  * Detected change in 'C:\\Users\\YahyaAdib\\OneDrive - I.T.S. Umbria Made in Italy\\Desktop\\Progetto-Geo-App-Photo-main\\app.py', reloading
2025-09-11 03:28:49,073 | werkzeug | INFO | _log:97 |  * Restarting with stat
2025-09-11 03:36:23,288 | app | INFO | init_app:71 | Application configured for development environment
2025-09-11 03:36:23,293 | app | INFO | dms_to_decimal:123 | Successfully converted: (43.0, 6.0, 13.118964310706787) -> 43.10364415675298
2025-09-11 03:36:23,295 | app | INFO | dms_to_decimal:123 | Successfully converted: (12.0, 22.0, 31.483154121863798) -> 12.375411987256074
2025-09-11 03:36:29,739 | __main__ | INFO | init_app:71 | Application configured for development environment
2025-09-11 03:36:29,749 | __main__ | INFO | <module>:561 | ============================================================
2025-09-11 03:36:29,750 | __main__ | INFO | <module>:562 | GeoPhoto Enhanced Application Starting
2025-09-11 03:36:29,752 | __main__ | INFO | <module>:563 | Environment: development
2025-09-11 03:36:29,753 | __main__ | INFO | <module>:564 | ============================================================
2025-09-11 03:36:29,922 | werkzeug | INFO | _log:97 | [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on http://127.0.0.1:5000
2025-09-11 03:36:29,924 | werkzeug | INFO | _log:97 | [33mPress CTRL+C to quit[0m
2025-09-11 03:36:29,932 | werkzeug | INFO | _log:97 |  * Restarting with stat
2025-09-11 03:36:31,120 | __main__ | INFO | init_app:71 | Application configured for development environment
